trial,n_features,motif,mean_impact,median_impact,std_impact
0,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
0,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
0,140,Single Input Module,0.0,0.0,0.0
0,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
1,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
1,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
1,140,Single Input Module,0.0,0.0,0.0
1,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
2,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
2,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
2,140,Single Input Module,0.0,0.0,0.0
2,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
3,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
3,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
3,140,Single Input Module,0.0,0.0,0.0
3,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
4,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
4,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
4,140,Single Input Module,0.0,0.0,0.0
4,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
5,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
5,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
5,140,Single Input Module,0.0,0.0,0.0
5,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
6,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
6,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
6,140,Single Input Module,0.0,0.0,0.0
6,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
7,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
7,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
7,140,Single Input Module,0.0,0.0,0.0
7,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
8,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
8,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
8,140,Single Input Module,0.0,0.0,0.0
8,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
9,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
9,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
9,140,Single Input Module,0.0,0.0,0.0
9,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
10,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
10,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
10,140,Single Input Module,0.0,0.0,0.0
10,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
11,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
11,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
11,140,Single Input Module,0.0,0.0,0.0
11,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
12,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
12,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
12,140,Single Input Module,0.0,0.0,0.0
12,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
13,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
13,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
13,140,Single Input Module,0.0,0.0,0.0
13,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
14,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
14,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
14,140,Single Input Module,0.0,0.0,0.0
14,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
15,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
15,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
15,140,Single Input Module,0.0,0.0,0.0
15,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
16,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
16,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
16,140,Single Input Module,0.0,0.0,0.0
16,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
17,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
17,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
17,140,Single Input Module,0.0,0.0,0.0
17,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
18,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
18,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
18,140,Single Input Module,0.0,0.0,0.0
18,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
19,140,Cascade,-7.776543498039244e-08,0.0,8.411617898416978e-07
19,140,Feedforward Loop,1.920544485928421e-06,0.0,1.3306338406416648e-05
19,140,Single Input Module,0.0,0.0,0.0
19,140,Feedback Loop,-3.362188670926651e-06,0.0,2.624342528668691e-05
